coin,initial_buy_price,initial_buy_cost,out_price,estimated_cost,profit
DEXEUSDT,13.58,0.01358,13.62000000,13.6072,0.01279999999999859
BANDUSDT,9.3,0.0093,9.32800000,9.304613999999999,0.02338600000000035
LPTUSDT,18.84,0.01884,18.88000000,18.86771,0.012290000000000134
ASRUSDT,8.326,0.008326,8.34500000,8.316645000000001,0.028354999999999464
MTLUSDT,3.684,0.003684,3.70700000,3.69039,0.016610000000000014
CLVUSDT,1.342,0.001342,1.35500000,1.344697,0.010302999999999951
BONDUSDT,25.61,0.02561,25.68000000,25.56119,0.11880999999999986
TKOUSDT,2.379,0.002379,2.40000000,2.383779,0.01622099999999982
BANDUSDT,9.3,0.0093,9.32200000,9.307611,0.014388999999999541
XTZUSDT,6.421,0.006421,6.44400000,6.431863,0.012137000000000064
NEOUSDT,49.62,0.04962,49.72000000,49.69932,0.0206799999999987
STRAXUSDT,2.552,0.002552,2.57100000,2.5571230000000003,0.013876999999999917
LTOUSDT,0.2954,0.0002954,0.30630000,0.2960017,0.010298300000000038
BONDUSDT,25.61,0.02561,25.64000000,25.60119,0.038810000000001565
LITUSDT,4.412,0.004412,4.43100000,4.420843,0.010157000000000416
ACMUSDT,10.586,0.010586,10.62000000,10.592191,0.02780899999999953
DEXEUSDT,13.58,0.01358,13.62000000,13.6072,0.01279999999999859
BANDUSDT,9.3,0.0093,9.33000000,9.316628,0.013372000000000384
DEXEUSDT,13.58,0.01358,13.63000000,13.60721,0.022790000000000532
TRXDOWNUSDT,10.708,0.010708,10.83200000,10.72954,0.10246000000000066
LTCDOWNUSDT,2.725,0.002725,2.74400000,2.7304690000000003,0.01353099999999996
ANTUSDT,6.494,0.006494,6.52100000,6.507015,0.013984999999999914
XTZUSDT,6.421,0.006421,6.44500000,6.433866,0.0111340000000002
ANTUSDT,6.494,0.006494,6.49400000,6.483965,0.01003499999999935
LUNAUSDT,35.66,0.03566,35.75000000,35.73141,0.018590000000003215
QUICKUSDT,472.6,0.4726,473.80000000,472.7456,1.054399999999987
XTZDOWNUSDT,5.151,0.005151,5.17200000,5.161322999999999,0.01067700000000027
WNXMUSDT,73.0,0.073,73.23000000,73.14623,0.08377000000000123
WNXMUSDT,73.0,0.073,73.00000000,72.94579999999999,0.054200000000008686
XTZDOWNUSDT,5.151,0.005151,5.17800000,5.156324,0.02167600000000025
QUICKUSDT,472.6,0.4726,473.50000000,473.446,0.053999999999973625
BCHDOWNUSDT,0.2526,0.0002526,0.26420000,0.2531168,0.011083200000000015
DEXEUSDT,13.58,0.01358,13.64000000,13.60722,0.0327800000000007
DEXEUSDT,13.58,0.01358,13.72000000,13.6073,0.11270000000000024
NEARUSDT,8.96,0.00896,8.99000000,8.977950000000002,0.012049999999998562
SXPDOWNUSDT,0.156,0.000156,0.16750000,0.1563235,0.011176500000000006
MASKUSDT,11.664,0.011664,11.69300000,11.68035,0.01264999999999894
BNBDOWNUSDT,0.3618,0.0003618,0.37300000,0.3625348,0.010465200000000008
MTLUSDT,3.684,0.003684,3.70800000,3.691392,0.016608000000000178
AVAXUSDT,70.29,0.07029,70.60000000,70.43089,0.1691099999999892
DEXEUSDT,13.58,0.01358,13.61000000,13.577160000000001,0.032839999999998426
ATMUSDT,15.49,0.01549,15.57000000,15.511050000000001,0.05894999999999939
NANOUSDT,5.618,0.005618,5.64300000,5.62826,0.014739999999999753
AVAXUSDT,70.29,0.07029,70.44000000,70.41071,0.029290000000003147
DEXEUSDT,13.58,0.01358,13.65000000,13.60723,0.04277000000000086
NANOUSDT,5.618,0.005618,5.65200000,5.62927,0.02273000000000014
MASKUSDT,11.664,0.011664,11.70000000,11.685362000000001,0.01463799999999793
AVAXUSDT,70.29,0.07029,70.46000000,70.40072,0.0592799999999869
MASKUSDT,11.664,0.011664,11.69000000,11.666333,0.02366699999999966
AVAXUSDT,70.29,0.07029,70.45000000,70.43074,0.01926000000000272
DEXEUSDT,13.58,0.01358,13.60000000,13.577150000000001,0.02284999999999826
NEARUSDT,8.96,0.00896,8.98800000,8.975946,0.012053999999999121
DEXEUSDT,13.58,0.01358,13.62000000,13.6072,0.01279999999999859
AVAXUSDT,70.29,0.07029,70.47000000,70.39072,0.07927999999999713
AVAXUSDT,70.29,0.07029,70.49000000,70.41076,0.07923999999999864
NEARUSDT,8.96,0.00896,8.98400000,8.965932,0.01806799999999953
MTLUSDT,3.684,0.003684,3.69900000,3.684376,0.01462399999999997
BONDUSDT,25.61,0.02561,25.60000000,25.58113,0.01886999999999972
BONDUSDT,25.61,0.02561,25.68000000,25.66129,0.018709999999998672
BONDUSDT,25.61,0.02561,25.71000000,25.651310000000002,0.05868999999999858
FTMUSDT,1.3272,0.0013272,1.33960000,1.3279649,0.011635099999999898
DEGOUSDT,8.78,0.00878,8.81000000,8.79759,0.01241000000000092
MTLUSDT,3.684,0.003684,3.70100000,3.690384,0.01061600000000018
FTMUSDT,1.3272,0.0013272,1.33940000,1.3290658,0.01033419999999996
CTSIUSDT,0.673,0.000673,0.68540000,0.6742583000000001,0.011141699999999921
FORTHUSDT,15.43,0.01543,15.47000000,15.45089,0.019110000000001293
FORTHUSDT,15.43,0.01543,15.49000000,15.46092,0.02908000000000044
LSKUSDT,3.589,0.003589,3.60700000,3.593193,0.013807000000000347
MIRUSDT,3.715,0.003715,3.75000000,3.7224649999999997,0.02753500000000031
AVAXUSDT,70.29,0.07029,70.44000000,70.4007,0.039299999999997226
AVAXUSDT,70.29,0.07029,70.49000000,70.42077,0.06922999999999035
MIRUSDT,3.715,0.003715,3.73800000,3.71945,0.018549999999999844
AVAXUSDT,70.29,0.07029,70.44000000,70.41071,0.029290000000003147
LSKUSDT,3.589,0.003589,3.60300000,3.592188,0.010812000000000044
AVAXUSDT,70.29,0.07029,70.48000000,70.42076,0.059240000000002624
BONDUSDT,25.61,0.02561,25.69000000,25.631269999999997,0.05873000000000417
FTMUSDT,1.3272,0.0013272,1.33980000,1.3285657000000002,0.01123429999999992
AVAXUSDT,70.29,0.07029,70.42000000,70.38065999999999,0.03934000000000992
LSKUSDT,3.589,0.003589,3.60400000,3.592189,0.011811000000000238
HARDUSDT,1.0347,0.0010347,1.04780000,1.0367825,0.011017500000000124
NANOUSDT,5.618,0.005618,5.63800000,5.626253,0.01174699999999973
HARDUSDT,1.0347,0.0010347,1.04780000,1.036282,0.01151800000000014
MIRUSDT,3.715,0.003715,3.73000000,3.7194420000000004,0.010557999999999623
BONDUSDT,25.61,0.02561,25.73000000,25.58126,0.1487400000000001
EPSUSDT,0.6682,0.0006682,0.67630000,0.666041,0.010259000000000018
DEGOUSDT,8.78,0.00878,8.81000000,8.79759,0.01241000000000092
INJUSDT,10.821,0.010821,10.85300000,10.840672000000001,0.01232799999999834
ATOMUSDT,39.52,0.03952,39.63000000,39.59915,0.030850000000000932
WTCUSDT,1.1967,0.0011967,1.27250000,1.1991692,0.07333079999999992
ATOMUSDT,39.52,0.03952,39.62000000,39.58913,0.030870000000000175
SNXUSDT,12.557,0.012557,12.59300000,12.580148,0.01285200000000053
JUVUSDT,12.71,0.01271,12.75000000,12.735460000000002,0.014539999999998443
JUVUSDT,12.71,0.01271,12.75000000,12.725449999999999,0.024550000000001404
NULSUSDT,0.5426,0.0005426,0.55440000,0.543697,0.010703000000000018
VIDTUSDT,0.9549,0.0009549,0.96690000,0.9568218,0.010078200000000037
BNBUPUSDT,361.13,0.36113,362.00000000,361.69297,0.30702999999999747
ATOMUSDT,39.52,0.03952,39.63000000,39.57913,0.0508700000000033
DEGOUSDT,8.78,0.00878,8.82000000,8.7976,0.022400000000001086
EPSUSDT,0.6682,0.0006682,0.67880000,0.6687462,0.010053800000000002
BNBUSDT,411.3,0.4113,412.20000000,412.12350000000004,0.07649999999995316
WINGUSDT,20.74,0.0207399999999999,20.81000000,20.77154,0.03845999999999705
SOLUSDT,161.66,0.16166,162.05000000,161.98371,0.06629000000000929
ATOMUSDT,39.52,0.03952,39.63000000,39.59915,0.030850000000000932
WINGUSDT,20.74,0.0207399999999999,20.77000000,20.75148,0.01851999999999876
BNBUPUSDT,361.13,0.36113,362.13000000,361.35276,0.7772400000000061
WINGUSDT,20.74,0.0207399999999999,20.85000000,20.781589999999998,0.06841000000000363
BELUSDT,1.973,0.001973,1.99200000,1.976965,0.01503499999999991
BNBUPUSDT,361.13,0.36113,361.97000000,361.81305999999995,0.1569400000000769
DEGOUSDT,8.78,0.00878,8.81000000,8.79759,0.01241000000000092
CFXUSDT,0.6181,0.0006181,0.62980000,0.6193479,0.010452100000000075
BNBUSDT,411.3,0.4113,412.20000000,412.12350000000004,0.07649999999995316
SOLUSDT,161.66,0.16166,161.88000000,161.86342,0.016580000000004702
DEGOUSDT,8.78,0.00878,8.82000000,8.7976,0.022400000000001086
BNBUPUSDT,361.13,0.36113,361.83000000,361.72283,0.10716999999999643
BNBUSDT,411.3,0.4113,412.20000000,412.12350000000004,0.07649999999995316
MIRUSDT,3.715,0.003715,3.73300000,3.721447,0.011553000000000146
BONDUSDT,25.61,0.02561,25.60000000,25.58113,0.01886999999999972
DEGOUSDT,8.78,0.00878,8.82000000,8.7976,0.022400000000001086
DEGOUSDT,8.78,0.00878,8.80000000,8.787569999999999,0.01243000000000194
TORNUSDT,68.73,0.06873,69.39000000,68.79805,0.5919499999999971
FLOWUSDT,20.57,0.02057,20.91000000,20.61148,0.2985199999999999
OXTUSDT,0.3806,0.0003806,0.39230000,0.3813729,0.010927099999999967
TORNUSDT,68.73,0.06873,68.83000000,68.77747,0.052530000000004407
MIRUSDT,3.715,0.003715,3.73300000,3.722448,0.010552000000000117
SUPERUSDT,0.8207,0.0008207,0.83250000,0.8223532,0.010146800000000011
CAKEUSDT,22.65,0.02265,22.71000000,22.695359999999997,0.014640000000003539
DEGOUSDT,8.78,0.00878,8.81000000,8.79759,0.01241000000000092
MINAUSDT,5.323,0.005323,5.34400000,5.333667,0.010333000000000148
DATAUSDT,0.13892,0.0001389199999999,0.14932000,0.1392082399999999,0.010111760000000108
MINAUSDT,5.323,0.005323,5.34700000,5.333670000000001,0.013329999999999842
MASKUSDT,11.664,0.011664,11.71700000,11.687381,0.029619000000000284
HARDUSDT,1.0347,0.0010347,1.04670000,1.0331777999999998,0.01352220000000015
MASKUSDT,11.664,0.011664,11.69500000,11.683355,0.011644999999999683
QUICKUSDT,472.6,0.4726,474.70000000,472.9467,1.7532999999999674
QUICKUSDT,472.6,0.4726,472.10000000,471.64279999999997,0.4572000000000571
QUICKUSDT,472.6,0.4726,473.60000000,473.0457,0.554300000000012
CFXUSDT,0.6181,0.0006181,0.62970000,0.6190475,0.010652500000000065
QUICKUSDT,472.6,0.4726,474.30000000,473.3467,0.9533000000000129
QUICKUSDT,472.6,0.4726,474.80000000,473.2471,1.5529000000000224
ICPUSDT,58.24,0.05824,58.42000000,58.356660000000005,0.06333999999999662
FILUSDT,84.27,0.08427,84.46000000,84.43872999999999,0.021270000000001232
FILUPUSDT,2.78,0.00278,2.80290000,2.7855828999999996,0.01731710000000053
ICPUSDT,58.24,0.05824,58.36000000,58.34659,0.013410000000000366
CRVUSDT,2.846,0.002846,2.86300000,2.851709,0.01129099999999994
NULSUSDT,0.5426,0.0005426,0.55380000,0.5434962,0.010303799999999974
DEGOUSDT,8.78,0.00878,8.82000000,8.7976,0.022400000000001086
CRVUSDT,2.846,0.002846,2.86300000,2.850708,0.01229199999999997
FILUSDT,84.27,0.08427,84.46000000,84.43872999999999,0.021270000000001232
FILUPUSDT,2.78,0.00278,2.79370000,2.7745627,0.01913729999999969
SUPERUSDT,0.8207,0.0008207,0.83260000,0.8223533,0.010246700000000053
DEGOUSDT,8.78,0.00878,8.82000000,8.7976,0.022400000000001086
DOTUPUSDT,11.766,0.011766,11.78400000,11.773534,0.010466000000000975
DOTUSDT,34.24,0.03424,34.30000000,34.28852,0.011479999999998824
YFIIUSDT,4793.0,4.793,4815.00000000,4802.608,12.391999999999825
XTZUSDT,6.421,0.006421,6.45100000,6.430869,0.020130999999999233
FILUSDT,84.27,0.08427,84.42000000,84.40866,0.011340000000004125
DOTUPUSDT,11.766,0.011766,11.78900000,11.776542000000001,0.012457999999998748
